row_index,platform,app_name,rating,review_date,review_text,audience_segment,content_category,tension_tag,pain_quotes,benefit_quotes,consideration_set,summary
63,google_play,Coursiv,4,2026-04-03 22:52:05,"Coursiv is easy to use. The courses are structured well, with clear explanations. I like the interactive questions and tasks dotted throughout each course. I'm learning a lot - day-to-day.",unclear,course_recommendation,professional_upskiller,,"I'm learning a lot - day-to-day. | The courses are structured well, with clear explanations. | I like the interactive questions and tasks dotted throughout each course.","[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""Coursiv is easy to use. The courses are structured well, with clear explanations. I like the interactive questions and tasks dotted throughout each course. I'm learning a lot - day-to-day.""}]","This brief, positive review highlights Coursiv's ease of use, structured content, and interactive format as key satisfiers, but contains no pain language, competitor mentions, or demographic signals to further qualify the user's segment or unmet needs."
64,google_play,Coursiv,1,2026-02-15 00:43:23,"very disapointed I thought I was signing up for the promo price, something was confusing my credit card was billed for 95.64 and also for 31dollars and I do not know why the extracharges when I was only expecting 45 dollars. I will be calling them first thing at the start of the week. this feels lik",unclear,general_feedback,unclear,something was confusing my credit card was billed for 95.64 and also for 31dollars and I do not know why the extracharges when I was only expecting 45 dollars | this feels like a complet bait and switch | I will not be reccomending this to any one,,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""complained_about"", ""verbatim_quote"": ""this feels like a complet bait and switch . I will not be reccomending this to any one.""}]","This 1-star review reveals a critical billing trust issue with Coursiv, where a user was charged $126.64 total ($95.64 + $31) against an expected $45 promotional price, triggering a bait-and-switch accusation and strong negative word-of-mouth intent — no pain language around AI learning, career anxiety, or time constraints was present, making audience segmentation and benefit extraction impossible from this text alone."
65,google_play,Coursiv,1,2025-11-09 02:04:19,"I am very disappointed, not because of the app, it is because of the way they sell additional services with confusing advertising and policies that are not allignet with customer orientation. the question is, i get an email with an additional charge for something I didn't request. Immediately, I wro",unclear,general_feedback,unclear,"i get an email with an additional charge for something I didn't request | their answer is because of their policy, No reimbursement can be done | confusing advertising and policies that are not allignet with customer orientation",,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""complained_about"", ""verbatim_quote"": ""I am very disappointed, not because of the app, it is because of the way they sell additional services with confusing advertising and policies that are not allignet with customer orientation""}]","This 1-star review reveals a billing and refund dispute with Coursiv — the user was charged for an unrequested service and denied reimbursement, signaling a trust and transparency problem in the platform's subscription and upsell practices rather than any issue with the learning content itself."
66,google_play,Coursiv,1,2025-12-01 11:09:00,I subscribed and paid the initial amount of $ 49 +. Didn't get to open the app but found out that they were debiting my card with a monthly $39.80. I discovered this after a few months and they only refunded one month of subscription. Didn't receive any invoice or notification of the monthly debit. ,unclear,abandonment_regret,unclear,they were debiting my card with a monthly $39.80 | I discovered this after a few months and they only refunded one month of subscription | Didn't receive any invoice or notification of the monthly debit | My laxity was not reconciling my card statement (which happens to a lot of people) | I asked for a refund of the monthly debits but they refused and gave back the last debit | Didn't get to open the app,,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""complained_about"", ""verbatim_quote"": ""I subscribed and paid the initial amount of $ 49 +. Didn't get to open the app but found out that they were debiting my card with a monthly $39.80. I discovered this after a few months and they only refunded one month of subscription.""}]","This 1-star review reveals a serious billing and trust complaint against Coursiv, where the user was charged recurring monthly fees of $39.80 without notification or invoicing after an initial $49+ purchase, never accessed the product, and was denied a full refund — signaling a predatory subscription pattern that could represent a significant reputational and churn risk for the platform."
67,google_play,Coursiv,1,2025-12-30 20:16:23,"First, they offer a promotional price and then charge the customer's credit card more than they actually do! Based on the content, which is basic information we all know, I had to request a refund because they took extra money from my credit card and only refunded 50% so I could explore the app furt",unclear,abandonment_regret,unclear,"they offer a promotional price and then charge the customer's credit card more than they actually do | the content, which is basic information we all know | only refunded 50% so I could explore the app further | I don't see much else to it | There are better and cheaper options that deliver on the promotional price",,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""complained_about"", ""verbatim_quote"": ""they offer a promotional price and then charge the customer's credit card more than they actually do""}, {""product_mentioned"": ""better and cheaper options"", ""sentiment"": ""compared"", ""verbatim_quote"": ""There are better and cheaper options that deliver on the promotional price""}]","This 1-star review reveals a billing trust violation as the primary churn driver — the user complains Coursiv charged more than the advertised promotional price, issued only a 50% refund, and found the content too basic to justify staying, signaling that pricing integrity and content depth are critical retention risks for this product."
68,google_play,Coursiv,5,2026-03-25 20:33:07,"Amazing is all l can say. Learning made easy! l have learnt a lot in a short while without stress. l wish l had registered with Coursiv long before now. Anyway, l am enjoying every bit of the programme, l would recommend Coursiv to anyone who wants to master AI within a short time.",absolute_beginner_curious_explorer,course_recommendation,professional_upskiller,l wish l had registered with Coursiv long before now,Learning made easy! | l have learnt a lot in a short while without stress | l am enjoying every bit of the programme | anyone who wants to master AI within a short time,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""l would recommend Coursiv to anyone who wants to master AI within a short time""}]","A satisfied Coursiv user highlights rapid, stress-free AI learning as the core value proposition and expresses regret at not having discovered the platform sooner, signaling strong word-of-mouth potential among beginners seeking accessible AI mastery."
69,google_play,Coursiv,5,2026-04-01 08:57:22,Im feeling a lot more at ease and confident using these tools. Im starting to really like it. love the short sessions which keeps me wanting to keep going. little bit at a time for us old timers ⏲️ 😄,career_switcher_45_plus,success_story,professional_upskiller,,Im feeling a lot more at ease and confident using these tools | love the short sessions which keeps me wanting to keep going | little bit at a time for us old timers,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""Im starting to really like it""}]","An older adult learner ('old timers') signals that Coursiv's short-session format reduces overwhelm and sustains engagement, pointing to a strong product-market fit for time-constrained, non-technical users who need incremental pacing to build confidence with AI tools."
70,google_play,Coursiv,5,2026-04-11 20:58:00,"Course was clear, engaging, and relatable written is layman's terms so as to not over complicate the lessons with industry jargon. Short enough to not be scary to start, but long enough to build the lesson in small achievable chunks.",absolute_beginner_curious_explorer,course_recommendation,professional_upskiller,not over complicate the lessons with industry jargon | Short enough to not be scary to start,"clear, engaging, and relatable written is layman's terms | build the lesson in small achievable chunks","[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""Course was clear, engaging, and relatable written is layman's terms so as to not over complicate the lessons with industry jargon. Short enough to not be scary to start, but long enough to build the lesson in small achievable chunks.""}]","This 5-star review signals strong product-market fit with non-technical beginners who are intimidated by jargon and complexity, praising Coursiv for its accessible language and digestible lesson structure."
71,google_play,Coursiv,5,2026-03-28 01:46:16,"Just started the course on the app, interesting, informing, and user friendly. Lucky for me that I am more than familiar with programming, some holes in presentation or maybe I'm just older than most users today.",career_switcher_45_plus,course_recommendation,professional_upskiller,some holes in presentation or maybe I'm just older than most users today,"interesting, informing, and user friendly","[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""Just started the course on the app, interesting, informing, and user friendly.""}]","A technically experienced, self-described older user gives Coursiv a positive early impression but hints at presentation gaps that may reflect a design skew toward younger or less experienced audiences, suggesting a potential UX alignment gap for senior professionals."
72,google_play,Coursiv,1,2026-02-08 23:58:26,Inaccurate and 100% AI. The course content in this app was not checked by a human. AI made it all up which also means a lot of it is not actually true. What the courses teach you are not actually how the apps and programs they are training you on work. I am extremely disappointed.,unclear,general_feedback,unclear,The course content in this app was not checked by a human. | AI made it all up which also means a lot of it is not actually true. | What the courses teach you are not actually how the apps and programs they are training you on work. | I am extremely disappointed.,,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""complained_about"", ""verbatim_quote"": ""The course content in this app was not checked by a human. AI made it all up which also means a lot of it is not actually true.""}]","This 1-star review signals a critical trust and accuracy failure for Coursiv, with the reviewer explicitly identifying unverified, hallucinated AI-generated course content as the core complaint, raising a red flag around content credibility that could deter prospective learners seeking reliable upskilling."
73,google_play,Coursiv,5,2025-12-18 14:15:12,"Coursiv is a great way to introduce you to the expanding world of AI. If you have had little to no experience writing prompts to get ChatGPT and other AI tools, then this is for you. If you have some experience writing code, or have been using computers for a long time, you will still get a lot from",absolute_beginner_curious_explorer,course_recommendation,professional_upskiller,little to no experience writing prompts to get ChatGPT and other AI tools,"Coursiv is a great way to introduce you to the expanding world of AI | you will still get a lot from Coursiv | Overall, I am happy that I bought Coursiv and are looking forward to what comes next","[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""Coursiv is a great way to introduce you to the expanding world of AI""}, {""product_mentioned"": ""ChatGPT"", ""sentiment"": ""neutral"", ""verbatim_quote"": ""little to no experience writing prompts to get ChatGPT and other AI tools""}]","A satisfied beginner-to-intermediate user recommends Coursiv as an accessible AI and prompt-writing entry point, noting it may feel easy for more experienced or logical thinkers, signaling strong product-market fit for non-technical newcomers to AI tools."
74,google_play,Coursiv,5,2026-02-11 02:24:10,"Really breaks it all down. Lessons & examples are interactive enough to trigger memory for great retention of information. Modules seem to be the perfect length, which cuts boredom. I recommend Coursiv to anyone who needs to understand AI in order to take full advantage of all AI has to offer.",absolute_beginner_curious_explorer,course_recommendation,professional_upskiller,,"Really breaks it all down. | Lessons & examples are interactive enough to trigger memory for great retention of information. | Modules seem to be the perfect length, which cuts boredom. | I recommend Coursiv to anyone who needs to understand AI in order to take full advantage of all AI has to offer.","[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""I recommend Coursiv to anyone who needs to understand AI in order to take full advantage of all AI has to offer.""}]","A satisfied 5-star reviewer highlights Coursiv's interactive lessons, digestible module length, and strong knowledge retention as key differentiators, recommending it broadly to anyone seeking to understand and leverage AI — suggesting the platform resonates with beginners who need structured, engaging entry points into AI learning."
75,google_play,Coursiv,4,2026-03-27 01:36:36,"Great intro to AI. Sometimes wish it would go a little deeper or frame the use case better, but great for 1st time intro to get a feel for capabilities and limitations of various AI tools.",absolute_beginner_curious_explorer,course_recommendation,professional_upskiller,Sometimes wish it would go a little deeper or frame the use case better,great for 1st time intro to get a feel for capabilities and limitations of various AI tools,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""Great intro to AI. Sometimes wish it would go a little deeper or frame the use case better, but great for 1st time intro to get a feel for capabilities and limitations of various AI tools.""}]","A first-time AI learner praises Coursiv as an accessible entry point but signals unmet depth needs, suggesting the product wins on approachability yet risks losing users who quickly outgrow introductory framing."
76,google_play,Coursiv,1,2026-03-01 18:18:50,tried canceling 2x and still getting billed for an app I dont use! $62/month canadian is extremely high for what Ai will just teach you anyway! edit. they also seem to be refusing to reimburse me for these months. this course is so boring and useless. DO NOT BUY THIS PROGRAM. I wish I had read the c,unclear,abandonment_regret,unclear,tried canceling 2x and still getting billed for an app I dont use | $62/month canadian is extremely high for what Ai will just teach you anyway | they also seem to be refusing to reimburse me for these months | this course is so boring and useless | DO NOT BUY THIS PROGRAM | I wish I had read the comments before purchasing to understand so many people are dealing with the same situation | terrible app and company,,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""complained_about"", ""verbatim_quote"": ""tried canceling 2x and still getting billed for an app I dont use! $62/month canadian is extremely high for what Ai will just teach you anyway! edit. they also seem to be refusing to reimburse me for these months. this course is so boring and useless. DO NOT BUY THIS PROGRAM.""}]","This 1-star review signals a serious trust and retention crisis for Coursiv, with the user citing predatory billing practices, failed cancellation attempts, refusal to reimburse, and low content quality, while also implying the product is redundant given free AI tools — making it a strong competitive intelligence signal around churn, pricing credibility, and cancellation friction."
77,google_play,Coursiv,1,2026-03-26 08:39:15,great app but they hide the fact that if you pay $20 for the course you then have to pay $49 to unlock the Ai tools which they don't mention before you buy it. l didn't like that otherwise would have given them 5 stars ✨️,unclear,general_feedback,unclear,they hide the fact that if you pay $20 for the course you then have to pay $49 to unlock the Ai tools which they don't mention before you buy it,,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""complained_about"", ""verbatim_quote"": ""great app but they hide the fact that if you pay $20 for the course you then have to pay $49 to unlock the Ai tools which they don't mention before you buy it""}]","This 1-star review reveals a critical pricing transparency issue with Coursiv — users feel deceived by an undisclosed upsell from a $20 course purchase to an additional $49 paywall to access AI tools, suggesting the onboarding and purchase flow fails to set clear expectations and risks high churn and negative word-of-mouth despite underlying product satisfaction."
78,google_play,Coursiv,5,2026-02-26 03:00:49,"The lessons on how to use AI has helped me tremendously they are so much easier and user friendly than I could have imagined. They make it easy to understand for the average person. I'm in my middle 60s and I thought it would be hard for me to catch and comprehend, but not so it's very helpful and I",career_switcher_45_plus,success_story,unclear,I thought it would be hard for me to catch and comprehend,The lessons on how to use AI has helped me tremendously | They make it easy to understand for the average person | it's very helpful and I can see myself using AI more and more,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""The lessons on how to use AI has helped me tremendously they are so much easier and user friendly than I could have imagined.""}]","A reviewer in their mid-60s who expected AI learning to be inaccessible confirms Coursiv lowered the barrier to entry through user-friendly, jargon-free lessons, signaling strong product-market fit with older, non-technical adult learners."
79,google_play,Coursiv,5,2026-02-13 06:46:47,"Very easy to use and the information feels very accurate and helpful. Just make sure to pay attention to the questions it asks and the answers you give, because you're allowed to guess until you get it right, making it possible to rush through it without learning. Just remember not to cheat yourself",unclear,course_recommendation,unclear,,Very easy to use and the information feels very accurate and helpful.,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""Very easy to use and the information feels very accurate and helpful.""}]","This 5-star review recommends Coursiv for ease of use and accuracy, but warns that the guess-until-correct quiz mechanic enables passive completion without genuine learning, signaling a product engagement risk that may undermine retention and perceived value."
80,google_play,Coursiv,5,2026-02-08 07:14:24,"Seems easy but if you want the right info in the right order without missing details and starting all over again each time, take this course and when you read, make sure you understand what your reading just like when in school, or your grade will reflect the same.",absolute_beginner_curious_explorer,course_recommendation,unclear,if you want the right info in the right order without missing details and starting all over again each time,"take this course and when you read, make sure you understand what your reading just like when in school","[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""take this course""}]","This 5-star Coursiv review signals that the reviewer values structured, sequential learning to avoid confusion and repetition, suggesting a beginner audience that has previously struggled with disorganized or incomplete learning experiences and needs guided, step-by-step instruction."
81,google_play,Coursiv,5,2026-03-25 08:58:30,"I have been contemplating Coursiv, but having started the learning process, I am glad I decided to take this path. I am learning a lot, my mind is expanding. even on tools that I have been using. I am now becoming equipped with knowledge that makes me confident to use AI tools.",absolute_beginner_curious_explorer,success_story,professional_upskiller,,"I am learning a lot, my mind is expanding. | even on tools that I have been using. | I am now becoming equipped with knowledge that makes me confident to use AI tools.","[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""I have been contemplating Coursiv, but having started the learning process, I am glad I decided to take this path.""}]","A user who was initially hesitant to commit to Coursiv reports growing confidence and expanding knowledge around AI tools they were already using, suggesting the platform delivers value even for users with some prior tool exposure but lacking structured understanding."
82,google_play,Coursiv,4,2026-02-25 14:22:24,"This is literally teaching the basics and foundation. So it is, as advertised. You will need to go beyond this and practice daily. Note, some platforms they teach, you'll never use as their prices are structured for larger companies.",absolute_beginner_curious_explorer,course_recommendation,professional_upskiller,"some platforms they teach, you'll never use as their prices are structured for larger companies",teaching the basics and foundation | as advertised,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""This is literally teaching the basics and foundation. So it is, as advertised.""}]","A 4-star review confirming Coursiv delivers on its promise of foundational AI basics, while flagging a practical limitation that some tools taught are enterprise-priced and therefore inaccessible to individual learners, suggesting the audience may feel misled about real-world applicability."
83,google_play,Coursiv,4,2026-04-01 07:32:24,"Out of 12 practices one didn’t work, had to skip that. Contents are easy to grab. Multiple choices would be a nice idea for practicing instead of fully guided practices.",unclear,general_feedback,unclear,"Out of 12 practices one didn't work, had to skip that.",Contents are easy to grab.,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""Contents are easy to grab.""}]","A 4-star reviewer found Coursiv's content accessible and easy to understand but flagged a broken practice module and expressed a desire for multiple-choice exercises as a less guided, more interactive learning format — signaling a need for varied practice modalities rather than purely guided walkthroughs."
84,google_play,Coursiv,5,2026-03-27 01:30:19,"The app is cool 😎. It makes learning easy and fun by engaging you to ensure you are following. It's very interactive. However, I'm not happy that they are overcharging me and deducting my money as they wish. I'm looking for way to cancel 😞",unclear,abandonment_regret,unclear,I'm not happy that they are overcharging me and deducting my money as they wish | I'm looking for way to cancel 😞,It makes learning easy and fun by engaging you to ensure you are following | It's very interactive,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""complained_about"", ""verbatim_quote"": ""I'm not happy that they are overcharging me and deducting my money as they wish. I'm looking for way to cancel \ud83d\ude1e""}]","This 5-star review reveals a critical trust and billing issue: the user genuinely values Coursiv's interactive and engaging learning experience but is actively seeking cancellation due to perceived unauthorized or unexpected charges, signaling a retention risk driven by pricing transparency failures rather than product dissatisfaction."
85,google_play,Coursiv,5,2026-03-19 18:51:43,This app has kept me from scrolling through countless videos. I've had the app for a while but had to change my habits to really take in the information. There are so many lessons for anyone to get started learning how to leverage AI.,absolute_beginner_curious_explorer,course_recommendation,professional_upskiller,scrolling through countless videos | had to change my habits to really take in the information,There are so many lessons for anyone to get started learning how to leverage AI.,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""This app has kept me from scrolling through countless videos.""}]","A new-habit-forming user praises Coursiv for replacing aimless video scrolling with structured AI learning, signaling demand for a curated, low-friction entry point to AI education."
86,google_play,Coursiv,5,2026-02-05 19:08:43,"I highly recommend this Coursiv. The content is easy to follow and understand. It's not difficult at all, making learning enjoyable and stress-free. I’ve been able to study while waiting for my next appointment, which makes great use of my time. Instead of spending the same amount of time scrolling ",busy_knowledge_worker_28_50,course_recommendation,professional_upskiller,Instead of spending the same amount of time scrolling through short clips or playing games,"The content is easy to follow and understand. | It's not difficult at all, making learning enjoyable and stress-free. | I've been able to study while waiting for my next appointment, which makes great use of my time. | I find it far more beneficial to learn new skills through this course.","[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""I highly recommend this Coursiv.""}]","A time-constrained professional praises Coursiv for its accessibility and micro-learning flexibility, framing it as a productive alternative to passive screen time during idle moments like waiting for appointments."
87,google_play,Coursiv,5,2026-01-29 00:51:54,"Decided not to do this last year, but now I'm really learning the power of AI platforms like ChatGPT and all that they can be used for (it's really impressive so far). The training is very user-friendly and 100% interactive. Worth the investment and it's actually kind of fun. Will use this newfound ",absolute_beginner_curious_explorer,success_story,professional_upskiller,Decided not to do this last year | Better late than never,really learning the power of AI platforms like ChatGPT and all that they can be used for (it's really impressive so far) | The training is very user-friendly and 100% interactive | Worth the investment and it's actually kind of fun | Will use this newfound knowledge ASAP!,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""Thanks, Coursiv!""}, {""product_mentioned"": ""ChatGPT"", ""sentiment"": ""neutral"", ""verbatim_quote"": ""AI platforms like ChatGPT and all that they can be used for""}]","A self-described late adopter who previously hesitated now praises Coursiv for making AI learning accessible, interactive, and immediately applicable, signaling strong resonance with non-technical beginners seeking a low-friction entry point into AI tools."
88,google_play,Coursiv,1,2026-02-10 06:55:00,"BEWARE, SCAM, SCAM, SCAM! A bait and switch with little recourse! I signed up on a Saturday, they billed me the 50% of price of $19.99 on 02.07.26 later that same day before I even looked at the app, they claimed I authorized another payment of $69.99. I didn't have time to even open an account on t",unclear,abandonment_regret,unclear,"I didn't have time to even open an account on the app until Sunday 02.08.26 | they charged me $69.99 Their response, we'll give you $35.00 of the $89.98 they charged me! | $55.00 for 5 minutes of use!",,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""complained_about"", ""verbatim_quote"": ""BEWARE, SCAM, SCAM, SCAM! A bait and switch with little recourse! I signed up on a Saturday, they billed me the 50% of price of $19.99 on 02.07.26 later that same day before I even looked at the app, they claimed I authorized another payment of $69.99.""}]","This 1-star review reveals a billing fraud complaint against Coursiv, where a new user was charged $89.98 in unauthorized fees before ever meaningfully engaging with the product, signaling a serious trust and onboarding integrity issue that could deter time-constrained prospects in the consideration phase."
89,google_play,Coursiv,1,2026-04-11 09:30:25,"I feel misled and very disappointed. I took the quiz and paid €8.39 for a one-week plan. Immediately after, I was charged €49.99 without my consent or clear notice. This feels like an unauthorized charge and not transparent at all ! I did not approve this payment and I am now requesting a refund. I ",unclear,general_feedback,unclear,I feel misled and very disappointed. | This feels like an unauthorized charge and not transparent at all ! | I did not approve this payment and I am now requesting a refund. | I strongly advise others to be very careful before entering payment details here. | I feel cheated. | they are desperate to take your money by force! | they understand that they can be sued !?!,,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""complained_about"", ""verbatim_quote"": ""I took the quiz and paid \u20ac8.39 for a one-week plan. Immediately after, I was charged \u20ac49.99 without my consent or clear notice.""}]","This 1-star review contains zero learning-outcome language and is entirely focused on alleged unauthorized billing practices by Coursiv, making it a billing fraud complaint rather than a signal about AI upskilling needs, pain points, or competitor consideration."
90,google_play,Coursiv,1,2026-03-18 04:10:17,"I paid $39.99 for the AI certification. When my credit card statement came yesterday, I realized they also charged my card twice: 1. $49.99, and 2. $69.99, plus the $39.99 for the one I wanted. I have reported them to the FTC, and Google is looking into a class action suit at this point.",unclear,general_feedback,unclear,"they also charged my card twice: 1. $49.99, and 2. $69.99, plus the $39.99 for the one I wanted | I have reported them to the FTC, and Google is looking into a class action suit at this point",,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""complained_about"", ""verbatim_quote"": ""I paid $39.99 for the AI certification. When my credit card statement came yesterday, I realized they also charged my card twice: 1. $49.99, and 2. $69.99, plus the $39.99 for the one I wanted. I have reported them to the FTC, and Google is looking into a class action suit at this point.""}]","This 1-star review reveals a serious trust and billing integrity crisis for Coursiv, with a user reporting unauthorized duplicate charges totaling $159.97, an FTC complaint, and a potential class action lawsuit — signaling a platform integrity risk that could deter prospective buyers regardless of product quality."
91,google_play,Coursiv,4,2026-03-15 07:19:57,I really like this program so far. it's very simple and leads you through steps easily. it doesn't take a lot of time either. The only reservation I have is that I am not actually using chat gpt. I am able to put correct answers in the sentence props. I'm not sure it would be so simple if I construc,absolute_beginner_curious_explorer,general_feedback,unclear,I am not actually using chat gpt. I am able to put correct answers in the sentence props. I'm not sure it would be so simple if I constructed the whole sentence.,it's very simple and leads you through steps easily. | it doesn't take a lot of time either. | Overall though it has been a good experience.,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""I really like this program so far. it's very simple and leads you through steps easily.""}, {""product_mentioned"": ""chat gpt"", ""sentiment"": ""compared"", ""verbatim_quote"": ""I am not actually using chat gpt.""}]","A beginner-leaning user appreciates Coursiv's simplicity and low time commitment but flags a credibility concern — the fill-in-the-blank format may not build real-world ChatGPT prompt construction skills, signaling a gap between guided scaffolding and authentic AI usage confidence."
92,google_play,Coursiv,1,2026-03-04 20:53:22,"I think enough people have commented on the shady billing practices and the fact that the app is not worth the money. I agree. The ""course"" itself is not for anyone who actually wants to learn anything. It is a very simplified and gamified app. Any learning is very surface level.",unclear,general_feedback,unclear,shady billing practices | the app is not worth the money | not for anyone who actually wants to learn anything | Any learning is very surface level,,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""complained_about"", ""verbatim_quote"": ""the app is not worth the money. I agree. The \""course\"" itself is not for anyone who actually wants to learn anything. It is a very simplified and gamified app. Any learning is very surface level.""}]","This 1-star review signals that Coursiv fails to deliver substantive learning, with the reviewer corroborating community complaints about deceptive billing and criticizing the product as overly gamified and too shallow for users with genuine upskilling intent."
93,google_play,Coursiv,5,2026-02-17 08:22:00,"This is awesome, I haven't ever tried something that I truly believe is going to work. Until I started this program, it really breaks everything down. That way it doesn't seem like too much is being thrown at you, all at once. If u are considering learning this. I strongly recommend giving Coursiv a",absolute_beginner_curious_explorer,course_recommendation,unclear,"it doesn't seem like too much is being thrown at you, all at once",it really breaks everything down | I truly believe is going to work | I strongly recommend giving Coursiv a chance. I promise you won't regret it!!!!!! 10 ☆'s,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""I strongly recommend giving Coursiv a chance. I promise you won't regret it!!!!!!""}]","A new user with no prior success in learning programs signals that Coursiv's structured, digestible pacing addresses the core beginner pain of feeling overwhelmed by information overload, making it a strong word-of-mouth driver among absolute beginners."
94,google_play,Coursiv,5,2026-03-17 02:51:07,"I just started the 28 day certificate program. I am halfway through my first course, which is ChatGPT. The course starts at the basics and builds with each lesson. It's then up to you to experiment on your own. I am so much more confident and see so many new ways to use AI than I ever realized was p",absolute_beginner_curious_explorer,success_story,professional_upskiller,,I am so much more confident and see so many new ways to use AI than I ever realized was possible. | The course starts at the basics and builds with each lesson. | I just started the 28 day certificate program.,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""I just started the 28 day certificate program.""}]","An early-stage Coursiv learner signals strong early confidence gains from a structured, beginner-friendly ChatGPT course within the 28-day certificate program, with no competitors mentioned and no explicit pain language, suggesting the product is successfully converting curiosity into engagement for absolute beginners."
95,google_play,Coursiv,5,2026-02-27 00:33:47,getting the role context and all will be an adjustment but after a bit of practice it will be natural and will probably start talking to people similarly. it's opened my eyes to the possibilities AI can offer with little effort. I've gotten more excited to see what else it can offer as I'm new to it,absolute_beginner_curious_explorer,success_story,professional_upskiller,less intimidating to a novice like me,it's opened my eyes to the possibilities AI can offer with little effort | I've gotten more excited to see what else it can offer | getting started has made it feel less intimidating to a novice like me,"[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""getting the role context and all will be an adjustment but after a bit of practice it will be natural and will probably start talking to people similarly. it's opened my eyes to the possibilities AI can offer with little effort.""}]","A self-identified novice reports that Coursiv lowered the intimidation barrier of getting started with AI, finding early practice made the experience feel accessible and sparked curiosity about further AI possibilities."
96,google_play,Coursiv,5,2026-01-19 21:46:52,"As a senior I found this easy to understand, found the playground reviews fun, as well as showing me that I ""got"" the lesson. Even though it is geared to work environment, it was still easy to understand and useful in my environment. Enjoying learning about AI with this course.",career_switcher_45_plus,course_recommendation,unclear,,"found this easy to understand | showing me that I ""got"" the lesson | it was still easy to understand and useful in my environment | Enjoying learning about AI with this course","[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""Enjoying learning about AI with this course.""}]","A self-identified senior learner outside a traditional work environment praises Coursiv for its accessibility and interactive 'playground' reviews, signaling strong product-market fit for older or non-professional users who fear AI is too complex for them."
97,google_play,Coursiv,5,2026-02-22 21:52:21,"I'm really enjoying my experience with the Coursiv app and all the content I have access to! Each course is perfectly sized - concise enough to stay engaging and with sufficient detail to thoroughly explain each AI tool. The content is presented simply and clearly, which really helps with understand",absolute_beginner_curious_explorer,success_story,professional_upskiller,,"Each course is perfectly sized - concise enough to stay engaging and with sufficient detail to thoroughly explain each AI tool. | The content is presented simply and clearly, which really helps with understanding complex AI concepts. | Makes me want to jump straight into practicing what I've learnt","[{""product_mentioned"": ""Coursiv"", ""sentiment"": ""recommended"", ""verbatim_quote"": ""I'm really enjoying my experience with the Coursiv app and all the content I have access to!""}]","This 5-star review signals that Coursiv's core value proposition of bite-sized, jargon-free AI content is landing effectively with users who find complex AI concepts hard to access, suggesting the product is successfully serving learners who need clarity and brevity over depth."
